movie_id,title,genres,overview
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,A Drama and Mystery and Romance and Thriller film.
428,"Bronx Tale, A (1993)",Drama,A Drama film.
429,Cabin Boy (1994),Comedy,A Comedy film.
430,Calendar Girl (1993),Comedy|Drama,A Comedy and Drama film.
431,Carlito's Way (1993),Crime|Drama,A Crime and Drama film.
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,A Adventure and Comedy and Western film.
433,Clean Slate (1994),Comedy,A Comedy film.
434,Cliffhanger (1993),Action|Adventure|Thriller,A Action and Adventure and Thriller film.
435,Coneheads (1993),Comedy|Sci-Fi,A Comedy and Sci-Fi film.
436,Color of Night (1994),Drama|Thriller,A Drama and Thriller film.
437,Cops and Robbersons (1994),Comedy,A Comedy film.
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,A Action and Comedy and Drama film.
440,Dave (1993),Comedy|Romance,A Comedy and Romance film.
441,Dazed and Confused (1993),Comedy,A Comedy film.
442,Demolition Man (1993),Action|Adventure|Sci-Fi,A Action and Adventure and Sci-Fi film.
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,A Comedy and Romance film.
445,Fatal Instinct (1993),Comedy,A Comedy film.
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,A Drama and Romance film.
448,Fearless (1993),Drama,A Drama film.
449,Fear of a Black Hat (1994),Comedy,A Comedy film.
450,With Honors (1994),Comedy|Drama,A Comedy and Drama film.
451,Flesh and Bone (1993),Drama|Mystery|Romance,A Drama and Mystery and Romance film.
452,Widows' Peak (1994),Drama,A Drama film.
453,For Love or Money (1993),Comedy|Romance,A Comedy and Romance film.
454,"Firm, The (1993)",Drama|Thriller,A Drama and Thriller film.
455,Free Willy (1993),Adventure|Children|Drama,A Adventure and Children and Drama film.
456,Fresh (1994),Crime|Drama|Thriller,A Crime and Drama and Thriller film.
457,"Fugitive, The (1993)",Thriller,A Thriller film.
458,Geronimo: An American Legend (1993),Drama|Western,A Drama and Western film.
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,A Action and Adventure and Crime and Drama and Romance and Thriller film.
460,Getting Even with Dad (1994),Comedy,A Comedy film.
461,Go Fish (1994),Drama|Romance,A Drama and Romance film.
464,Hard Target (1993),Action|Adventure|Crime|Thriller,A Action and Adventure and Crime and Thriller film.
466,Hot Shots! Part Deux (1993),Action|Comedy|War,A Action and Comedy and War film.
467,Live Nude Girls (1995),Comedy,A Comedy film.
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,A Comedy and Romance film.
469,"House of the Spirits, The (1993)",Drama|Romance,A Drama and Romance film.
470,House Party 3 (1994),Comedy,A Comedy film.
471,"Hudsucker Proxy, The (1994)",Comedy,A Comedy film.
472,I'll Do Anything (1994),Comedy|Drama,A Comedy and Drama film.
473,In the Army Now (1994),Comedy|War,A Comedy and War film.
474,In the Line of Fire (1993),Action|Thriller,A Action and Thriller film.
475,In the Name of the Father (1993),Drama,A Drama film.
476,"Inkwell, The (1994)",Comedy|Drama,A Comedy and Drama film.
477,What's Love Got to Do with It? (1993),Drama|Musical,A Drama and Musical film.
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,A Comedy and Crime and Drama film.
479,Judgment Night (1993),Action|Crime|Thriller,A Action and Crime and Thriller film.
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,A Action and Adventure and Sci-Fi and Thriller film.
481,Kalifornia (1993),Drama|Thriller,A Drama and Thriller film.
482,Killing Zoe (1994),Crime|Drama|Thriller,A Crime and Drama and Thriller film.
484,Lassie (1994),Adventure|Children,A Adventure and Children film.
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,A Action and Adventure and Comedy and Fantasy film.
486,Life with Mikey (1993),Comedy,A Comedy film.
487,Lightning Jack (1994),Comedy|Western,A Comedy and Western film.
488,M. Butterfly (1993),Drama|Romance,A Drama and Romance film.
489,Made in America (1993),Comedy,A Comedy film.
490,Malice (1993),Thriller,A Thriller film.
491,"Man Without a Face, The (1993)",Drama,A Drama film.
492,Manhattan Murder Mystery (1993),Comedy|Mystery,A Comedy and Mystery film.
493,Menace II Society (1993),Action|Crime|Drama,A Action and Crime and Drama film.
494,Executive Decision (1996),Action|Adventure|Thriller,A Action and Adventure and Thriller film.
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,A Drama film.
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,A Comedy and Drama and Romance and Thriller film.
497,Much Ado About Nothing (1993),Comedy|Romance,A Comedy and Romance film.
499,Mr. Wonderful (1993),Comedy|Romance,A Comedy and Romance film.
500,Mrs. Doubtfire (1993),Comedy|Drama,A Comedy and Drama film.
501,Naked (1993),Drama,A Drama film.
502,"Next Karate Kid, The (1994)",Action|Children|Romance,A Action and Children and Romance film.
504,No Escape (1994),Action|Drama|Sci-Fi,A Action and Drama and Sci-Fi film.
505,North (1994),Comedy,A Comedy film.
506,Orlando (1992),Drama|Fantasy|Romance,A Drama and Fantasy and Romance film.
507,"Perfect World, A (1993)",Crime|Drama|Thriller,A Crime and Drama and Thriller film.
508,Philadelphia (1993),Drama,A Drama film.
509,"Piano, The (1993)",Drama|Romance,A Drama and Romance film.
510,Poetic Justice (1993),Drama,A Drama film.
511,"Program, The (1993)",Action|Drama,A Action and Drama film.
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,A Horror and Sci-Fi film.
513,Radioland Murders (1994),Comedy|Mystery|Romance,A Comedy and Mystery and Romance film.
514,"Ref, The (1994)",Comedy,A Comedy film.
515,"Remains of the Day, The (1993)",Drama|Romance,A Drama and Romance film.
516,Renaissance Man (1994),Comedy|Drama,A Comedy and Drama film.
517,Rising Sun (1993),Action|Drama|Mystery,A Action and Drama and Mystery film.
518,"Road to Wellville, The (1994)",Comedy,A Comedy film.
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,A Action and Crime and Drama and Sci-Fi and Thriller film.
520,Robin Hood: Men in Tights (1993),Comedy,A Comedy film.
521,Romeo Is Bleeding (1993),Crime|Thriller,A Crime and Thriller film.
522,Romper Stomper (1992),Action|Drama,A Action and Drama film.
523,Ruby in Paradise (1993),Drama,A Drama film.
524,Rudy (1993),Drama,A Drama film.
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,A Drama film.
527,Schindler's List (1993),Drama|War,A Drama and War film.
528,"Scout, The (1994)",Comedy|Drama,A Comedy and Drama film.
529,Searching for Bobby Fischer (1993),Drama,A Drama film.
531,"Secret Garden, The (1993)",Children|Drama,A Children and Drama film.
532,Serial Mom (1994),Comedy|Crime|Horror,A Comedy and Crime and Horror film.
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,A Action and Adventure and Fantasy and Mystery film.
534,Shadowlands (1993),Drama|Romance,A Drama and Romance film.
535,Short Cuts (1993),Drama,A Drama film.
536,"Simple Twist of Fate, A (1994)",Drama,A Drama film.
537,Sirens (1994),Drama,A Drama film.
538,Six Degrees of Separation (1993),Drama,A Drama film.
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
540,Sliver (1993),Thriller,A Thriller film.
541,Blade Runner (1982),Action|Sci-Fi|Thriller,A Action and Sci-Fi and Thriller film.
542,Son in Law (1993),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,A Comedy and Romance and Thriller film.
544,Striking Distance (1993),Action|Crime,A Action and Crime film.
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,A Action and Adventure and Children and Comedy and Fantasy and Sci-Fi film.
547,Surviving the Game (1994),Action|Adventure|Thriller,A Action and Adventure and Thriller film.
548,Terminal Velocity (1994),Action|Mystery|Thriller,A Action and Mystery and Thriller film.
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,A Drama and Musical film.
550,Threesome (1994),Comedy|Romance,A Comedy and Romance film.
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,A Animation and Children and Fantasy and Musical film.
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,A Action and Adventure and Comedy and Romance film.
553,Tombstone (1993),Action|Drama|Western,A Action and Drama and Western film.
555,True Romance (1993),Crime|Thriller,A Crime and Thriller film.
556,"War Room, The (1993)",Documentary,A Documentary film.
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,A Action and Adventure and Animation and Children and Fantasy film.
562,Welcome to the Dollhouse (1995),Comedy|Drama,A Comedy and Drama film.
563,Germinal (1993),Drama|Romance,A Drama and Romance film.
564,Chasers (1994),Comedy,A Comedy film.
567,Kika (1993),Comedy|Drama,A Comedy and Drama film.
568,Bhaji on the Beach (1993),Comedy|Drama,A Comedy and Drama film.
569,Little Big League (1994),Comedy|Drama,A Comedy and Drama film.
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,A Drama film.
574,Spanking the Monkey (1994),Comedy|Drama,A Comedy and Drama film.
575,"Little Rascals, The (1994)",Children|Comedy,A Children and Comedy film.
577,Andre (1994),Adventure|Children|Drama,A Adventure and Children and Drama film.
579,"Escort, The (Scorta, La) (1993)",Crime|Thriller,A Crime and Thriller film.
580,Princess Caraboo (1994),Drama,A Drama film.
581,"Celluloid Closet, The (1995)",Documentary,A Documentary film.
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,A Comedy and Drama film.
585,"Brady Bunch Movie, The (1995)",Comedy,A Comedy film.
586,Home Alone (1990),Children|Comedy,A Children and Comedy film.
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,A Comedy and Drama and Fantasy and Romance and Thriller film.
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,A Adventure and Animation and Children and Comedy and Musical film.
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,A Action and Sci-Fi film.
590,Dances with Wolves (1990),Adventure|Drama|Western,A Adventure and Drama and Western film.
592,Batman (1989),Action|Crime|Thriller,A Action and Crime and Thriller film.
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,A Crime and Horror and Thriller film.
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,A Animation and Children and Drama and Fantasy and Musical film.
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,A Animation and Children and Fantasy and Musical and Romance and IMAX film.
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,A Animation and Children and Fantasy and Musical film.
597,Pretty Woman (1990),Comedy|Romance,A Comedy and Romance film.
599,"Wild Bunch, The (1969)",Adventure|Western,A Adventure and Western film.
600,Love and a .45 (1994),Action|Comedy|Crime,A Action and Comedy and Crime film.
602,"Great Day in Harlem, A (1994)",Documentary,A Documentary film.
605,One Fine Day (1996),Drama|Romance,A Drama and Romance film.
606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror,A Fantasy and Horror film.
608,Fargo (1996),Comedy|Crime|Drama|Thriller,A Comedy and Crime and Drama and Thriller film.
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,A Adventure and Children film.
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,A Action and Adventure and Animation and Horror and Sci-Fi film.
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,A Action and Horror and Sci-Fi film.
612,"Pallbearer, The (1996)",Comedy,A Comedy film.
613,Jane Eyre (1996),Drama|Romance,A Drama and Romance film.
615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama,A Comedy and Drama film.
616,"Aristocats, The (1970)",Animation|Children,A Animation and Children film.
617,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama,A Comedy and Drama film.
618,Two Much (1995),Comedy|Romance,A Comedy and Romance film.
619,Ed (1996),Comedy,A Comedy film.
626,"Thin Line Between Love and Hate, A (1996)",Comedy,A Comedy film.
627,"Last Supper, The (1995)",Drama|Thriller,A Drama and Thriller film.
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,A Crime and Drama and Mystery and Thriller film.
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,A Adventure and Animation and Children and Fantasy and Musical and Romance film.
632,Land and Freedom (Tierra y libertad) (1995),Drama|War,A Drama and War film.
633,Denise Calls Up (1995),Comedy,A Comedy film.
634,Theodore Rex (1995),Comedy,A Comedy film.
635,"Family Thing, A (1996)",Comedy|Drama,A Comedy and Drama film.
636,Frisk (1995),Drama,A Drama film.
637,Sgt. Bilko (1996),Comedy,A Comedy film.
638,Jack and Sarah (1995),Romance,A Romance film.
639,Girl 6 (1996),Comedy|Drama,A Comedy and Drama film.
640,Diabolique (1996),Drama|Thriller,A Drama and Thriller film.
645,Nelly & Monsieur Arnaud (1995),Drama,A Drama film.
647,Courage Under Fire (1996),Action|Crime|Drama|War,A Action and Crime and Drama and War film.
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,A Action and Adventure and Mystery and Thriller film.
649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama,A Comedy and Drama film.
650,Moll Flanders (1996),Drama,A Drama film.
653,Dragonheart (1996),Action|Adventure|Fantasy,A Action and Adventure and Fantasy film.
656,Eddie (1996),Comedy,A Comedy film.
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,A Adventure and Animation and Children and Fantasy and Musical film.
662,Fear (1996),Thriller,A Thriller film.
663,Kids in the Hall: Brain Candy (1996),Comedy,A Comedy film.
665,Underground (1995),Comedy|Drama|War,A Comedy and Drama and War film.
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action,A Action film.
668,Song of the Little Road (Pather Panchali) (1955),Drama,A Drama film.
670,"World of Apu, The (Apur Sansar) (1959)",Drama,A Drama film.
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,A Comedy and Sci-Fi film.
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,A Adventure and Animation and Children and Comedy and Fantasy and Sci-Fi film.
674,Barbarella (1968),Adventure|Comedy|Sci-Fi,A Adventure and Comedy and Sci-Fi film.
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,A Drama and Thriller film.
679,"Run of the Country, The (1995)",Drama,A Drama film.
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller,A Drama and Mystery and Romance and Sci-Fi and Thriller film.
685,It's My Party (1996),Drama,A Drama film.
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,A Action and Adventure and Comedy and War film.
691,Mrs. Winterbourne (1996),Comedy|Romance,A Comedy and Romance film.
692,Solo (1996),Action|Sci-Fi|Thriller,A Action and Sci-Fi and Thriller film.
694,"Substitute, The (1996)",Action|Crime|Drama,A Action and Crime and Drama film.
695,True Crime (1996),Mystery|Thriller,A Mystery and Thriller film.
697,Feeling Minnesota (1996),Drama|Romance,A Drama and Romance film.
698,Delta of Venus (1995),Drama,A Drama film.
700,Angus (1995),Comedy,A Comedy film.
703,Boys (1996),Drama,A Drama film.
704,"Quest, The (1996)",Action|Adventure,A Action and Adventure film.
706,Sunset Park (1996),Drama,A Drama film.
707,Mulholland Falls (1996),Crime|Drama|Thriller,A Crime and Drama and Thriller film.
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,A Comedy and Romance film.
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,A Adventure and Animation and Children and Comedy and Musical film.
710,Celtic Pride (1996),Comedy,A Comedy film.
711,Flipper (1996),Adventure|Children,A Adventure and Children film.
714,Dead Man (1995),Drama|Mystery|Western,A Drama and Mystery and Western film.
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance,A Drama and Romance film.
718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi,A Comedy and Fantasy and Sci-Fi film.
719,Multiplicity (1996),Comedy,A Comedy film.
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,A Adventure and Animation and Comedy film.
722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary,A Documentary film.
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,A Drama and Fantasy and Horror and Thriller film.
725,"Great White Hype, The (1996)",Comedy,A Comedy film.
726,Last Dance (1996),Drama,A Drama film.
728,Cold Comfort Farm (1995),Comedy,A Comedy film.
731,Heaven's Prisoners (1996),Crime|Thriller,A Crime and Thriller film.
733,"Rock, The (1996)",Action|Adventure|Thriller,A Action and Adventure and Thriller film.
735,Cemetery Man (Dellamorte Dellamore) (1994),Horror,A Horror film.
